[,,-1,10,False] => Response{productId=0, statusCode=-2, message='Missing Name'} 
[Sample Queen product,Unknown,5,21,False] => Response{productId=0, statusCode=-1, message='Unknown product type Unknown'} 
[Sample Queen product,Unknown,5,21,True] => Response{productId=0, statusCode=-1, message='Unknown product type Unknown'} 
[Sample Queen product,Unknown,5,26,False] => Response{productId=0, statusCode=-1, message='Unknown product type Unknown'} 
[Sample Queen product,Unknown,5,26,True] => Response{productId=0, statusCode=-1, message='Unknown product type Unknown'} 
[Sample Queen product,Unknown,11,10,False] => Response{productId=0, statusCode=-1, message='Unknown product type Unknown'} 
[Sample Queen product,Unknown,11,10,True] => Response{productId=0, statusCode=-1, message='Unknown product type Unknown'} 
[Sample Queen product,Unknown,11,11,False] => Response{productId=0, statusCode=-1, message='Unknown product type Unknown'} 
[Sample Queen product,Unknown,11,11,True] => Response{productId=0, statusCode=-1, message='Unknown product type Unknown'} 
[Sample Queen product,Unknown,11,21,False] => Response{productId=0, statusCode=-1, message='Unknown product type Unknown'} 
[Sample Queen product,Unknown,11,21,True] => Response{productId=0, statusCode=-1, message='Unknown product type Unknown'} 
[Sample Queen product,Unknown,11,26,False] => Response{productId=0, statusCode=-1, message='Unknown product type Unknown'} 
[Sample Queen product,Unknown,11,26,True] => Response{productId=0, statusCode=-1, message='Unknown product type Unknown'} 
